serial no,Name of Product,SKU,Product,Type of Product,Category,Collection,Description,HEIGHT,WIDTH,Metal Type,Grossweight,Metal Weight,Metal Price,Making Charges,Diamond shape,Diamond clarity,Diamond color,No. of Diamonds,Total Diamond Weight,Dia Amount For SI GH,Dia Amount For VVS EF,Gem Stone Type,Gemstone shape,No. of Gemstones,Total Gemstone Weight,Total Gemstone Amount,VAT For SI GH,Total Value of Product with SI GH,VAT For VVS EF,Total Value of Product with VVS EF,Size
10,RG0327A,RG0327A,RINGS,CLASSICS,PREMIUM,Romancing Rocks:Candid Celebrations,,0,0,18KT YELLOW GOLD,5.104,4.3,8919,3655,ROUND,SI,GH,38,0.35,24500,36050,RUBY,OVAL,1,3.67,46242,833,84149,949,95815,13
11,RG0328A,RG0328A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Drops & Domes:Glitz & Gold,,0,0,18KT YELLOW GOLD,7.09,6.9,14311,5865,ROUND,SI,GH,40,0.95,66500,97850,,,0,0,0,867,87543,1180,119206,13
12,RG0330A,RG0330A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,0,0,18KT PINK GOLD,4.252,4.2,8711,3570,ROUND,SI,GH,46,0.26,18200,26780,,,0,0,0,305,30786,391,39452,13
13,RG0331A,RG0331A,RINGS,CLASSICS,EXCLUSIVE,Candid Celebrations:Daily Dazzle,,0,0,18KT WHITE GOLD,4.898,4.8,9956,4080,ROUND,SI,GH,45,0.49,34300,50470,,,0,0,0,483,48819,645,65151,12
14,RG0335A,RG0335A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Daily Dazzle:Floral Fantasy,,0,0,18KT PINK GOLD,3.972,3.9,8089,3315,ROUND,SI,GH,18,0.36,25200,37080,,,0,0,0,366,36970,485,48969,13
15,RG0336A,RG0336A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Floral Fantasy:Symmetric Splendour,,0,0,18KT YELLOW GOLD,6.38,6.2,12859,5270,ROUND,SI,GH,67,0.9,63000,92700,,,0,0,0,811,81940,1108,111937,12
16,RG0337A,RG0337A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Symmetric Splendour,,0,0,18KT YELLOW GOLD,7.2,7,14519,5950,ROUND,SI,GH,89,1,70000,103000,,,0,0,0,905,91374,1235,124704,12
17,RG0338A,RG0338A,RINGS,WEDDING:ENGAGEMENT,PREMIUM,Daily Dazzle:Sensuous Solitaires,,0,0,18KT YELLOW GOLD,2.958,2.9,6015,2755,ROUND,SI,GH,7,0.29,31550,37870,,,0,0,0,403,40723,466,47106,13
18,RG0339A,RG0339A,RINGS,WEDDING:ENGAGEMENT,PREMIUM,Candid Celebrations:Sensuous Solitaires,,0,0,18KT WHITE GOLD,3.612,3.5,7259,2975,ROUND,SI,GH,53,0.56,50450,65680,,,0,0,0,607,61291,759,76673,13
19,RG0340A,RG0340A,RINGS,CLASSICS,CLASSIC,Candid Celebrations:Floral Fantasy,,0,0,18KT YELLOW GOLD,4.584,4.5,9333,3825,ROUND,SI,GH,35,0.42,29400,43260,,,0,0,0,426,42984,564,56982,12
20,RG0341A,RG0341A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Floral Fantasy:Romancing Rocks,,0,0,18KT YELLOW GOLD,8.451,8.199,17005,6149,ROUND,SI,GH,42,0.79,55300,81370,SWAROVSKI RED,ROUND,64,0.47,3200,817,82471,1077,108801,12
21,RG0342A,RG0342A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Floral Fantasy,,0,0,18KT YELLOW GOLD,5.93,5.8,12030,4930,ROUND,SI,GH,110,0.65,45500,66950,,,0,0,0,625,63085,839,84749,13
22,RG0343A,RG0343A,RINGS,WEDDING:ENGAGEMENT,PREMIUM,Candid Celebrations:Daily Dazzle:Sensuous Solitaires,,0,0,18KT WHITE GOLD,4.828,4.7,9748,3995,ROUND,SI,GH,35,0.64,56050,73920,,,0,0,0,698,70491,877,88540,13
23,RG0344A,RG0344A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Symmetric Splendour:Floral Fantasy,,0,0,18KT PINK GOLD,5.39,5.3,10993,4505,ROUND,SI,GH,37,0.45,31500,46350,,,0,0,0,470,47468,618,62466,13
24,RG0345A,RG0345A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Symmetric Splendour,,0,0,18KT YELLOW GOLD,5.618,5.5,11408,4675,ROUND,SI,GH,123,0.59,41300,60770,,,0,0,0,574,57957,769,77622,12
25,RG0346A,RG0346A,RINGS,BAND,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,0,0,18KT PINK GOLD,6.076,6,12445,5100,ROUND,SI,GH,96,0.38,26600,39140,,,0,0,0,441,44586,567,57252,13
26,RG0347A,RG0347A,RINGS,BAND,EXCLUSIVE,Candid Celebrations:Glitz & Gold,,0,0,18KT YELLOW GOLD,8.1,8,16593,6000,ROUND,SI,GH,66,0.5,35000,51500,,,0,0,0,576,58169,741,74834,13
27,RG0348A,RG0348A,RINGS,COCKTAIL,EXCLUSIVE,Candid Celebrations:Romancing Rocks,,0,0,18KT YELLOW GOLD,8.244,7.3,15141,5475,ROUND,SI,GH,74,0.8,56000,82400,BLAZING RED TOPAZ,OCTAGON,1,3.92,3528,801,80945,1065,107609,12
28,RG0349A,RG0349A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Candid Celebrations:Sensuous Solitaires,,0,0,18KT WHITE GOLD,4.406,4.3,8919,3655,ROUND,SI,GH,36,0.53,48350,62590,,,0,0,0,609,61533,752,75916,13
29,RG0350A,RG0350A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires,,0,0,18KT WHITE GOLD,3.758,3.7,7674,3145,ROUND,SI,GH,5,0.29,31550,37870,,,0,0,0,424,42793,487,49176,13
30,RG0351A,RG0351A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires:Candid Celebrations,,0,0,18KT WHITE GOLD,4.27,4.1,8504,3485,ROUND,SI,GH,58,0.85,70750,95550,,,0,0,0,827,83566,1075,108614,13
31,RG0352A,RG0352A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires:Candid Celebrations,,0,0,18KT WHITE GOLD,3.894,3.8,7882,3230,ROUND,SI,GH,28,0.47,44150,56410,,,0,0,0,553,55815,675,68197,13
32,RG0353A,RG0353A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires:Candid Celebrations,,0,0,18KT PINK GOLD,5.198,5.1,10578,4335,ROUND,SI,GH,33,0.49,45550,58470,,,0,0,0,605,61068,734,74117,13
33,RG0354A,RG0354A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations:Floral Fantasy,,0,0,18KT WHITE GOLD,4.354,4.2,8711,3570,ROUND,SI,GH,52,0.77,65150,87310,,,0,0,0,774,78205,996,100587,13
34,RG0355A,RG0355A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations:Symmetric Splendour,,0,0,18KT YELLOW GOLD,4.01,3.9,8089,3315,ROUND,SI,GH,39,0.55,49750,64650,,,0,0,0,612,61766,761,76815,13
35,RG0356A,RG0356A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires:Candid Celebrations,,0,0,18KT PINK GOLD,3.79,3.7,7674,3145,ROUND,SI,GH,21,0.45,42750,54350,,,0,0,0,536,54105,652,65821,13
36,RG0357A,RG0357A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Daily Dazzle:Sensuous Solitaires:Candid Celebrations,,0,0,18KT PINK GOLD,3.566,3.5,7259,2975,ROUND,SI,GH,9,0.33,34350,41990,,,0,0,0,446,45030,522,52746,13
37,RG0358A,RG0358A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations,,0,0,18KT WHITE GOLD,3.324,3.2,6637,2720,ROUND,SI,GH,63,0.62,54650,71860,,,0,0,0,640,64647,812,82029,13
38,RG0359A,RG0359A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations:Floral Fantasy,,0,0,18KT WHITE GOLD,5.03,4.9,10163,4165,ROUND,SI,GH,70,0.65,56750,74950,,,0,0,0,711,71789,893,90171,13
39,RG0360A,RG0360A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations,,0,0,18KT PINK GOLD,5.214,5.1,10578,4335,ROUND,SI,GH,33,0.57,51150,66710,,,0,0,0,661,66724,816,82439,13
40,RG0361A,RG0361A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations,,0,0,18KT WHITE GOLD,4.318,4.2,8711,3570,ROUND,SI,GH,39,0.59,52550,68770,,,0,0,0,648,65479,811,81862,13
41,RG0362A,RG0362A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Symmetric Splendour:Daily Dazzle,,0,0,18KT YELLOW GOLD,3.602,3.5,7259,2975,ROUND,SI,GH,35,0.51,46950,60530,,,0,0,0,572,57756,708,71472,12
42,RG0363A,RG0363A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Symmetric Splendour:Daily Dazzle,,0,0,18KT YELLOW GOLD,3.608,3.5,7259,2975,ROUND,SI,GH,33,0.54,49050,63620,,,0,0,0,593,59877,739,74593,13
43,RG0364A,RG0364A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Candid Celebrations:Daily Dazzle,,0,0,18KT YELLOW GOLD,3.994,3.9,8089,3315,ROUND,SI,GH,23,0.47,44150,56410,,,0,0,0,556,56110,678,68492,13
44,RG0365A,RG0365A,RINGS,CLASSICS:ENGAGEMENT:WEDDING,PREMIUM,Sensuous Solitaires:Daily Dazzle,,0,0,18KT YELLOW GOLD,2.95,2.9,6015,2755,ROUND,SI,GH,1,0.25,28750,33750,,,0,0,0,375,37895,425,42945,13
45,ER1624A,ER1624A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,15.72,9.07,18KT YELLOW GOLD,2.44,2.4,4978,2280,ROUND,SI,GH,20,0.2,14000,20600,,,0,0,0,213,21471,279,28137,
46,ER1628A,ER1628A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,14.45,9.14,18KT PINK GOLD,3.03,3,6222,2850,ROUND,SI,GH,30,0.15,10500,15450,,,0,0,0,196,19768,245,24767,
47,ER1634A,ER1634A,EARRINGS,STUDS/DROPS,EXCLUSIVE,Daily Dazzle:Romancing Rocks,,20.34,9.94,18KT YELLOW GOLD,4.192,3.4,7052,2890,ROUND,SI,GH,34,0.32,22400,32960,RAINFOREST GREEN TOPAZ,OCTAGON,2,3.64,3276,356,35974,462,46640,
48,ER1637A,ER1637A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,15.8,9.18,18KT YELLOW GOLD,1.256,1.25,2593,1188,ROUND,SI,GH,2,0.03,2100,3090,,,0,0,0,59,5940,69,6940,
49,ER1638A,ER1638A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,18.64,14.04,18KT YELLOW GOLD,2.659,2.649,5494,2517,ROUND,SI,GH,6,0.05,3500,5150,,,0,0,0,115,11626,132,13293,
50,ER1640A,ER1640A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,15.17,7.62,18KT PINK GOLD,1.426,1.4,2904,1330,ROUND,SI,GH,10,0.13,9100,13390,,,0,0,0,133,13467,176,17800,
51,ER1641A,ER1641A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,15.83,10.5,18KT PINK GOLD,2.27,2.2,4563,2090,ROUND,SI,GH,30,0.35,24500,36050,,,0,0,0,312,31465,427,43130,
52,ER1642A,ER1642A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,16.48,6.96,18KT PINK GOLD,2.636,2.6,5393,2470,ROUND,SI,GH,20,0.18,12600,18540,,,0,0,0,205,20668,264,26667,
53,ER1644A,ER1644A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,16.08,10.88,18KT YELLOW GOLD,2.027,1.999,4146,1899,ROUND,SI,GH,30,0.14,9800,14420,,,0,0,0,158,16003,205,20670,
54,ER1645A,ER1645A,EARRINGS,STUDS/DROPS,PREMIUM,Daily Dazzle:Glitz & Gold:Romancing Rocks,,13.47,10.18,18KT YELLOW GOLD,2.892,2.6,5393,2470,ROUND,SI,GH,44,0.52,36400,53560,RUBY,OVAL,2,0.94,9870,541,54674,713,72006,
55,ER1646A,ER1646A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,12.64,8.99,18KT YELLOW GOLD,2.226,2.2,4563,2090,ROUND,SI,GH,26,0.13,9100,13390,,,0,0,0,158,15911,200,20243,
56,ER1648A,ER1648A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold:Symmetric Splendour,,11.92,7.58,18KT PINK GOLD,1.629,1.601,3321,1521,ROUND,SI,GH,36,0.14,9800,14420,,,0,0,0,146,14788,193,19455,
57,ER1649A,ER1649A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold:Romancing Rocks:Floral Fantasy,,18.42,9.92,18KT PINK GOLD,3.486,3.2,6637,2720,ROUND,SI,GH,38,0.58,40600,59740,AMETHYST,OVAL,2,0.85,2975,529,53461,721,72793,
58,ER1652A,ER1652A,EARRINGS,STUDS/DROPS,CLASSIC,Daily Dazzle:Glitz & Gold,,24.66,6.27,18KT PINK GOLD,2.24,2.2,4563,2090,ROUND,SI,GH,24,0.2,14000,20600,,,0,0,0,207,20860,273,27526,
